Bankleitzahl;Merkmal;Bezeichnung;PLZ;Ort;Kurzbezeichnung;PAN;BIC;Prüfzifferberechnungsmethode;Datensatznummer;Änderungskennzeichen;Bankleitzahllöschung;Nachfolge-Bankleitzahl
"37069405";"1";"Raiffeisenbank Kaarst";"41564";"Kaarst";"Raiffeisenbank Kaarst";"63166";"GENODED1KAA";"06";"014181";"U";"0";"00000000"
"37069412";"1";"Volksbank Heinsberg";"52525";"Heinsberg";"Volksbank Heinsberg";"63168";"GENODED1HRB";"06";"014043";"U";"0";"00000000"
"37069427";"1";"Volksbank Dünnwald-Holweide";"51069";"Köln";"Volksbank Dünnwald-Holweide";"63174";"GENODED1DHK";"06";"014448";"U";"0";"00000000"
"37069429";"1";"Volksbank Köln-Nord -alt-";"50739";"Köln";"Volksbank Köln-Nord -alt-";"63175";"GENODED1KNL";"06";"014449";"U";"0";"00000000"
"37069472";"1";"Raiffeisenbk Erftstadt -alt-";"50364";"Erftstadt";"Raiffeisenbk Erftstadt-alt-";"63182";"GENODED1ERF";"06";"013820";"U";"0";"00000000"
"37069520";"1";"VR-Bank Bonn Rhein-Sieg";"53721";"Siegburg";"VR-Bank Bonn Rhein-Sieg";"63189";"GENODED1RST";"06";"023605";"U";"0";"00000000"
"37069521";"1";"Raiffeisenbank Rhein-Berg -alt-";"40789";"Monheim am Rhein";"Raiffbk Rhein-Berg -alt-";"63190";"GENODED1MNH";"06";"013861";"U";"0";"00000000"
"37069524";"1";"Raiffeisenbank Much-Ruppichteroth -alt-";"53798";"Much";"Raiffbk Much-Ruppicht.-alt-";"63192";"GENODED1MUC";"06";"013866";"U";"0";"00000000"
"37069627";"1";"Raiffeisenbank Voreifel";"53359";"Rheinbach";"Raiffbk Voreifel, Rheinbach";"63212";"GENODED1RBC";"06";"014257";"U";"0";"00000000"
"37069639";"1";"Rosbacher Raiffeisenbank -alt-";"51570";"Windeck";"Raiffbk Rosbach -alt-";"63216";"GENODED1WND";"06";"014276";"U";"0";"00000000"
"37069642";"1";"Raiffeisenbank Eifel";"52152";"Simmerath";"Raiffbk Eifel Simmerath";"63218";"GENODED1SMR";"06";"014285";"U";"0";"00000000"
"37069707";"1";"Raiffeisenbank Sankt Augustin -alt-";"53734";"Sankt Augustin";"Raiffbk Sankt Augustin-alt-";"63222";"GENODED1SAM";"06";"014422";"U";"0";"00000000"
"37069720";"1";"VR-Bank Nordeifel";"53932";"Schleiden";"VR-Bank Nordeifel Schleiden";"63227";"GENODED1SLE";"06";"014312";"U";"0";"00000000"
"37069805";"1";"Volksbank Wachtberg -alt-";"53343";"Wachtberg";"Volksbank Wachtberg -alt-";"63232";"GENODED1WVI";"06";"014353";"U";"0";"00000000"
"37069833";"1";"Raiffeisenbk Wesseling -alt-";"50378";"Wesseling";"Raiffeisenbk Wesseling-alt-";"63237";"GENODED1WSL";"06";"014486";"U";"0";"00000000"
"37069840";"1";"Volksbank Wipperfürth-Lindlar";"51688";"Wipperfürth";"VB Wipperfürth-Lindlar";"63238";"GENODED1WPF";"06";"014384";"U";"0";"00000000"
"37069991";"1";"Brühler Bank";"50321";"Brühl";"Brühler Bank, Brühl";"63248";"GENODED1BRL";"06";"044533";"U";"0";"00000000"
"37070000";"1";"Deutsche Bank";"50467";"Köln";"Deutsche Bank";"27402";"DEUTDEDK402";"63";"056321";"U";"0";"00000000"
"37070024";"1";"Deutsche Bank";"50587";"Köln";"Deutsche Bank";"21410";"DEUTDEDBKOE";"63";"049983";"U";"0";"00000000"
"37070060";"1";"Deutsche Bank";"50587";"Köln";"Deutsche Bank";"27410";"DEUTDEDKXXX";"63";"005742";"U";"0";"00000000"
"37070209";"1";"Postbank/DSL Ndl der Deutsche Bank";"50667";"Köln";"Postbank Ndl Deutsche Bank";"27209";"DEUTDEDKP08";"63";"057541";"U";"0";"00000000"
"37070224";"1";"Postbank/DSL Ndl der Deutsche Bank";"50667";"Köln";"Postbank Ndl Deutsche Bank";"21209";"DEUTDEDBP08";"63";"057542";"U";"0";"00000000"
"37080040";"1";"Commerzbank vormals Dresdner Bank";"50450";"Köln";"Commerzbank Köln";"28370";"DRESDEFF370";"76";"005575";"U";"0";"00000000"
"37080085";"1";"Commerzbank vormals Dresdner Bank Gf PCC DCC-ITGK 1";"50450";"Köln";"Commerzbank ITKG1 Köln";;"DRESDEFFI51";"09";"053667";"U";"0";"00000000"
"37080086";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4";"50756";"Köln";"Commerzbank ITGK4 Köln";;"DRESDEFFI67";"09";"055102";"U";"0";"00000000"
"37080087";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5";"50450";"Köln";"Commerzbank ITGK5 Köln";;"DRESDEFFI96";"09";"055182";"U";"0";"00000000"
"37080088";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 6";"50450";"Köln";"Commerzbank ITGK6 Köln";;"DRESDEFFI97";"09";"055183";"U";"0";"00000000"
"37080089";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 7";"50450";"Köln";"Commerzbank ITGK7 Köln";;"DRESDEFFI98";"09";"055184";"U";"0";"00000000"
"37080090";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 8";"50450";"Köln";"Commerzbank ITGK8 Köln";;"DRESDEFFJ01";"09";"055185";"U";"0";"00000000"
"37080091";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 9";"50450";"Köln";"Commerzbank ITGK9 Köln";;"DRESDEFFJ02";"09";"055186";"U";"0";"00000000"
"37080092";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 10";"50450";"Köln";"Commerzbank ITGK10 Köln";;"DRESDEFFJ03";"09";"055187";"U";"0";"00000000"
"37080093";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 11";"50450";"Köln";"Commerzbank ITGK11 Köln";;"DRESDEFFJ04";"09";"055188";"U";"0";"00000000"
"37080094";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 12";"50450";"Köln";"Commerzbank ITGK12 Köln";;"DRESDEFFJ05";"09";"055189";"U";"0";"00000000"
"37080095";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 13";"50450";"Köln";"Commerzbank ITGK13 Köln";;"DRESDEFFJ06";"09";"055190";"U";"0";"00000000"
"37080096";"1";"Commerzbank vormals Dresdner Bank Zw 96";"50450";"Köln";"Commerzbank Zw 96 Köln";;"DRESDEFFXXX";"76";"044710";"U";"0";"00000000"
"37080097";"1";"Commerzbank vormals Dresdner Bank Zw 97";"50450";"Köln";"Commerzbank Zw 97 Köln";;"DRESDEFFXXX";"76";"044640";"U";"0";"00000000"
"37080098";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 14";"50450";"Köln";"Commerzbank ITGK14 Köln";;"DRESDEFFJ07";"09";"055191";"U";"0";"00000000"
"37080099";"1";"Commerzbank vormals Dresdner Bank Zw 99";"50450";"Köln";"Commerzbank Zw 99 Köln";;"DRESDEFFI36";"76";"043714";"U";"0";"00000000"
"37089340";"1";"Commerzbank vormals Dresdner Bank ITGK I";"50450";"Köln";"Commerzbank ITGK I Köln";;"DRESDEFFI04";"09";"051087";"U";"0";"00000000"
"37089342";"1";"Commerzbank vormals Dresdner Bank ITGK II";"50450";"Köln";"Commerzbank ITGK II Köln";;"DRESDEFFI05";"09";"051086";"U";"0";"00000000"
"37160087";"1";"Kölner Bank -alt-";"50461";"Köln";"Kölner Bank -alt-";"63006";"GENODED1CGN";"06";"004057";"U";"0";"00000000"
"37161289";"1";"VR-Bank Rhein-Erft -alt-";"50309";"Brühl";"VR-Bank Rhein-Erft -alt-";"63073";"GENODED1BRH";"06";"023582";"U";"0";"00000000"
"37540050";"1";"Commerzbank";"51302";"Leverkusen";"Commerzbank Leverkusen";"24372";"COBADEFFXXX";"13";"006982";"U";"0";"00000000"
"37551020";"1";"Stadt-Sparkasse Leichlingen -alt-";"42787";"Leichlingen (Rheinland)";"St Spk Leichlingen Rh.-alt-";"53046";"WELADED1LEI";"00";"008647";"U";"1";"37050299"
"37551440";"1";"Sparkasse Leverkusen";"51312";"Leverkusen";"Sparkasse Leverkusen";"53147";"WELADEDLLEV";"00";"009993";"U";"0";"00000000"
"37551780";"1";"Stadt-Sparkasse Langenfeld";"40740";"Langenfeld (Rheinland)";"St Spk Langenfeld";"53048";"WELADED1LAF";"00";"008649";"U";"0";"00000000"
"37570024";"1";"Deutsche Bank";"51373";"Leverkusen";"Deutsche Bank";"21418";"DEUTDEDB375";"63";"049989";"U";"0";"00000000"
"37570064";"1";"Deutsche Bank";"51373";"Leverkusen";"Deutsche Bank";"27418";"DEUTDEDK375";"63";"006827";"U";"0";"00000000"
"38010053";"1";"Postbank Ndl der Deutsche Bank";"53113";"Bonn";"Postbank Ndl Deutsche Bank";;"PBNKDEFF380";"09";"047020";"U";"0";"00000000"
"38010700";"1";"DSL Bank Ndl der Deutsche Bank";"53175";"Bonn";"DSL Bank Ndl Deutsche Bank";;"PBNKDEFFDSL";"09";"011064";"U";"0";"00000000"
"38010900";"1";"KfW Ndl Bonn";"53170";"Bonn";"KfW Bonn";;"DTABDED1XXX";"09";"014870";"U";"0";"00000000"
"38010999";"1";"KfW Ausbildungsförderung Bonn";"53170";"Bonn";"KfW Ausbildungsförderung";;"DTABDED1AUS";"06";"049320";"U";"0";"00000000"
"38011000";"1";"VÖB-ZVD Processing";"53175";"Bonn";"VÖB-ZVD Bonn";"11000";"VZVDDED1XXX";"09";"052944";"U";"0";"00000000"
"38011001";"1";"VÖB-ZVD Processing";"53175";"Bonn";"VÖB-ZVD Bonn";"11001";"VZVDDED1001";"09";"053210";"U";"0";"00000000"
"38011002";"1";"VÖB-ZVD Processing";"53175";"Bonn";"VÖB-ZVD Bonn";"11002";"VZVDDED1002";"09";"053211";"U";"0";"00000000"
"38011003";"1";"VÖB-ZVD Processing";"53175";"Bonn";"VÖB-ZVD Bonn";"11003";"VZVDDED1003";"09";"053212";"U";"0";"00000000"
"38011004";"1";"VÖB-ZVD Processing";"53175";"Bonn";"VÖB-ZVD Bonn";"11004";"VZVDDED1004";"09";"053213";"U";"0";"00000000"
"38011005";"1";"VÖB-ZVD Processing";"53175";"Bonn";"VÖB-ZVD Bonn";"11005";"VZVDDED1005";"09";"053214";"U";"0";"00000000"
"38011006";"1";"VÖB-ZVD Processing";"53175";"Bonn";"VÖB-ZVD Bonn";"11006";"VZVDDED1006";"09";"055057";"U";"0";"00000000"
"38011007";"1";"VÖB-ZVD Processing";"53175";"Bonn";"VÖB-ZVD Bonn";"11007";"VZVDDED1007";"09";"055058";"U";"0";"00000000"
"38011008";"1";"VÖB-ZVD Processing";"53175";"Bonn";"VÖB-ZVD Bonn";"11008";"VZVDDED1008";"09";"055059";"U";"0";"00000000"
"38020090";"1";"UniCredit Bank - HypoVereinsbank";"53002";"Bonn";"UniCredit Bank-HypoVereinbk";"22017";"HYVEDEMM402";"99";"043199";"U";"0";"00000000"
"38040007";"1";"Commerzbank";"53003";"Bonn";"Commerzbank Bonn";"24380";"COBADEFFXXX";"13";"005049";"U";"0";"00000000"
"38050000";"1";"Sparkasse Bonn -alt-";"53111";"Bonn";"Sparkasse Bonn -alt-";"53409";"COLSDE33BON";"00";"031248";"M";"1";"37050198"
"38051290";"1";"Stadtsparkasse Bad Honnef -alt-";"53587";"Bad Honnef";"St Spk Bad Honnef -alt-";"53062";"WELADED1HON";"00";"006514";"U";"0";"00000000"
"38060186";"1";"Volksbank Köln Bonn";"53252";"Bonn";"Volksbank Köln Bonn";"63019";"GENODED1BRS";"06";"023590";"U";"0";"00000000"
"38070024";"1";"Deutsche Bank";"53004";"Bonn";"Deutsche Bank";"21414";"DEUTDEDB380";"63";"049992";"U";"0";"00000000"
"38070059";"1";"Deutsche Bank";"53004";"Bonn";"Deutsche Bank";"27414";"DEUTDEDK380";"63";"004901";"U";"0";"00000000"
"38070408";"1";"Postbank/DSL Ndl der Deutsche Bank";"53113";"Bonn";"Postbank Ndl Deutsche Bank";"27408";"DEUTDEDKP38";"63";"057600";"U";"0";"00000000"
"38070424";"1";"Postbank/DSL Ndl der Deutsche Bank";"53113";"Bonn";"Postbank Ndl Deutsche Bank";"21408";"DEUTDEDBP38";"63";"057601";"U";"0";"00000000"
"38070724";"1";"Deutsche Bank";"53117";"Bonn";"Deutsche Bank";"21950";"DEUTDEDBXXX";"63";"049026";"U";"0";"00000000"
"38077724";"1";"Deutsche Bank";"53639";"Königswinter";"Deutsche Bank";"27950";"DEUTDEDB383";"63";"050523";"U";"0";"00000000"
"38080055";"1";"Commerzbank vormals Dresdner Bank";"53004";"Bonn";"Commerzbank Bonn";;"DRESDEFF380";"76";"005277";"U";"0";"00000000"
"38160220";"1";"VR-Bank Bonn -alt-";"53123";"Bonn";"VR-Bank Bonn -alt-";"63029";"GENODED1HBO";"06";"014073";"U";"0";"00000000"
"38250110";"1";"Kreissparkasse Euskirchen";"53861";"Euskirchen";"Kreissparkasse Euskirchen";"53367";"WELADED1EUS";"00";"007435";"U";"0";"00000000"
"38260082";"1";"Volksbank Euskirchen";"53879";"Euskirchen";"Volksbank Euskirchen";"63004";"GENODED1EVB";"06";"023598";"U";"0";"00000000"
"38440016";"1";"Commerzbank";"51643";"Gummersbach";"Commerzbank Gummersbach";"24371";"COBADEFFXXX";"13";"006103";"U";"0";"00000000"
"38450000";"1";"Sparkasse Gummersbach";"51608";"Gummersbach";"Spk Gummersbach";"53082";"WELADED1GMB";"00";"006588";"U";"0";"00000000"
"38452490";"1";"Sparkasse der Homburgischen Gemeinden -alt-";"51656";"Wiehl";"Sparkasse Wiehl -alt-";"53089";"WELADED1WIE";"00";"008650";"U";"0";"00000000"
"38462135";"1";"Volksbank Oberberg";"51674";"Wiehl";"Volksbank Oberberg";"63240";"GENODED1WIL";"06";"014021";"U";"0";"00000000"
"38470024";"1";"Deutsche Bank";"51602";"Gummersbach";"Deutsche Bank";"21476";"DEUTDEDB384";"63";"049998";"U";"0";"00000000"
"38470091";"1";"Deutsche Bank";"51602";"Gummersbach";"Deutsche Bank";"27476";"DEUTDEDW384";"63";"005674";"U";"0";"00000000"
"38621500";"1";"Steyler Bank";"53754";"Sankt Augustin";"Steyler Bank";"92163";"GENODED1STB";"38";"014936";"U";"0";"00000000"
"38650000";"1";"Kreissparkasse Siegburg -alt-";"53705";"Siegburg";"Kr Spk Siegburg -alt-";"53403";"WELADED1SGB";"00";"005849";"U";"1";"37050299"
"38651390";"1";"Sparkasse Hennef -alt-";"53762";"Hennef (Sieg)";"Sparkasse Hennef -alt-";"53061";"WELADED1HEN";"00";"006323";"U";"1";"37050299"
"39020000";"1";"Aachener Bausparkasse";"52001";"Aachen";"Aachener Bauspk Aachen";;"AABSDE31XXX";"09";"043859";"U";"0";"00000000"
"39040013";"1";"Commerzbank";"52003";"Aachen";"Commerzbank Aachen";"24390";"COBADEFFXXX";"13";"005108";"U";"0";"00000000"
"39050000";"1";"Sparkasse Aachen";"52059";"Aachen";"Sparkasse Aachen";"53408";"AACSDE33XXX";"00";"004859";"U";"0";"00000000"
"39060180";"1";"Aachener Bank";"52001";"Aachen";"Aachener Bank";"63015";"GENODED1AAC";"06";"023606";"U";"0";"00000000"
"39061981";"1";"Heinsberger Volksbank -alt-";"52525";"Heinsberg";"Heinsberger Volksbank -alt-";"63093";"GENODED1HNB";"06";"023607";"U";"1";"37069412"
"39070020";"1";"Deutsche Bank";"52062";"Aachen";"Deutsche Bank";"27320";"DEUTDEDK390";"63";"005013";"U";"0";"00000000"
"39070024";"1";"Deutsche Bank";"52062";"Aachen";"Deutsche Bank";"21320";"DEUTDEDB390";"63";"050001";"U";"0";"00000000"
"39070210";"1";"Postbank/DSL Ndl der Deutsche Bank";"52062";"Aachen";"Postbank Ndl Deutsche Bank";"27210";"DEUTDEDKP09";"63";"057543";"U";"0";"00000000"
"39070224";"1";"Postbank/DSL Ndl der Deutsche Bank";"52062";"Aachen";"Postbank Ndl Deutsche Bank";"21210";"DEUTDEDBP09";"63";"057544";"U";"0";"00000000"
"39080005";"1";"Commerzbank vormals Dresdner Bank";"52006";"Aachen";"Commerzbank Aachen";"28390";"DRESDEFF390";"76";"005345";"U";"0";"00000000"
"39080098";"1";"Commerzbank vormals Dresdner Bank Zw 98";"52006";"Aachen";"Commerzbank Zw 98 Aachen";;"DRESDEFFI37";"76";"047624";"U";"0";"00000000"
"39080099";"1";"Commerzbank vormals Dresdner Bank Zw 99";"52006";"Aachen";"Commerzbank Zw 99 Aachen";;"DRESDEFFI38";"76";"044717";"U";"0";"00000000"
"39160191";"1";"Pax-Bank";"52012";"Aachen";"Pax-Bank Aachen";"63021";"GENODED1PA1";"06";"013970";"U";"1";"37060193"
"39161490";"1";"Volksbank Aachen Süd";"52037";"Aachen";"Volksbank Aachen Süd";"63081";"GENODED1AAS";"06";"013974";"U";"0";"00000000"
"39162980";"1";"VR-Bank";"52135";"Würselen";"VR-Bank Würselen";"63103";"GENODED1WUR";"06";"023611";"U";"0";"00000000"
"39362254";"1";"Raiffeisen-Bank Eschweiler";"52231";"Eschweiler";"Raiffeisen-Bank Eschweiler";"63094";"GENODED1RSC";"06";"014435";"U";"0";"00000000"
"39540052";"1";"Commerzbank";"52351";"Düren";"Commerzbank Düren";"24391";"COBADEFFXXX";"13";"005083";"U";"0";"00000000"
"39550110";"1";"Sparkasse Düren";"52324";"Düren";"Sparkasse Düren";"53101";"SDUEDE33XXX";"00";"005241";"U";"0";"00000000"
"39560201";"1";"Volksbank Düren -alt-";"52316";"Düren";"Volksbank Düren -alt-";"63026";"GENODED1DUE";"06";"014057";"U";"0";"00000000"
"39570024";"1";"Deutsche Bank";"52304";"Düren";"Deutsche Bank";"21415";"DEUTDEDB395";"63";"050012";"U";"0";"00000000"
"39570061";"1";"Deutsche Bank";"52304";"Düren";"Deutsche Bank";"27415";"DEUTDEDK395";"63";"004979";"U";"0";"00000000"
"39580041";"1";"Commerzbank vormals Dresdner Bank";"52304";"Düren";"Commerzbank Düren";"28395";"DRESDEFF395";"76";"011188";"U";"0";"00000000"
"40022000";"1";"NRW.BANK";"48145";"Münster";"NRW.BANK Münster";;"NRWBDEDMMST";"08";"055086";"U";"0";"00000000"
"40030000";"1";"Münsterländische Bank Thie,Zndl. d.VR-Bank Westmünst.-alt-";"48143";"Münster";"Münsterländische Bk M.-alt-";"26266";"MLBKDEH1MUE";"61";"048820";"M";"0";"00000000"
"40040028";"1";"Commerzbank";"48136";"Münster";"Commerzbank Münster Westf";"24400";"COBADEFFXXX";"13";"007023";"U";"0";"00000000"
"40050000";"1";"Landesbank Hessen-Thüringen Girozentrale NL. Düsseldorf";"48134";"Münster";"Ld Bk Hess-Thür, Gz, Dus";"54200";"WELADE3MXXX";"08";"011955";"U";"0";"00000000"
"40050150";"1";"Sparkasse Münsterland Ost";"48151";"Münster";"Spk Münsterland Ost";"54001";"WELADED1MST";"00";"018442";"U";"0";"00000000"
"40055555";"1";"LBS Landesbausparkasse Nord West";"48149";"Münster";"LBS Nord West";;"LBSWDE31XXX";"09";"056166";"U";"0";"00000000"
"40060000";"1";"DZ BANK";"48136";"Münster";"DZ BANK Münster";"64001";"GENODEMSXXX";"44";"018777";"U";"0";"00000000"
"40060265";"1";"DKM Darlehnskasse Münster";"48008";"Münster";"DKM Darlehnskasse Münster";"64038";"GENODEM1DKM";"34";"020437";"U";"0";"00000000"
"40060560";"1";"Sparda-Bank West";"48037";"Münster";"Sparda-Bank West";"64045";"GENODEF1S08";"09";"024793";"M";"0";"00000000"
"40061238";"1";"Volksbank Greven -alt-";"48256";"Greven";"Volksbank Greven -alt-";"64069";"GENODEM1GRV";"34";"018665";"U";"0";"00000000"
"40069226";"1";"Volksbank Lette-Darup-Rorup";"48645";"Coesfeld";"Volksbank Lette-Darup-Rorup";"64244";"GENODEM1CND";"34";"019114";"U";"0";"00000000"
"40069266";"1";"Volksbank im Hochsauerland";"59889";"Eslohe (Sauerland)";"VB im Hochsauerland";"64249";"GENODEM1MAS";"34";"018731";"U";"0";"00000000"
"40069283";"1";"Volksbank Schlangen";"33185";"Schlangen";"Volksbank Schlangen";"64254";"GENODEM1SLN";"34";"018875";"U";"0";"00000000"
"40069348";"1";"Volksbank Medebach -alt-";"59961";"Medebach";"Volksbank Medebach -alt-";"64259";"GENODEM1MDB";"34";"018755";"U";"1";"00000000"
"40069362";"1";"Volksbank -alt-";"48369";"Saerbeck";"Volksbank Saerbeck -alt-";"64263";"GENODEM1SAE";"34";"018837";"U";"0";"00000000"
"40069363";"1";"Volksbank Schermbeck";"46510";"Schermbeck";"Volksbank Schermbeck";"64264";"GENODEM1SMB";"34";"018493";"U";"0";"00000000"
"40069371";"1";"Volksbank Thülen -alt-";"59929";"Brilon";"Volksbank Thülen -alt-";"64265";"GENODEM1BTH";"34";"018908";"U";"0";"00000000"
"40069408";"1";"Volksbank Baumberge";"48727";"Billerbeck";"Volksbank Baumberge";"64266";"GENODEM1BAU";"34";"018795";"U";"0";"00000000"
"40069477";"1";"Volksbank Wulfen -alt-";"46263";"Dorsten";"Volksbank Wulfen -alt-";"64277";"GENODEM1DWU";"34";"018995";"U";"0";"00000000"
"40069546";"1";"Volksbank Senden";"48308";"Senden";"Volksbank Senden";"64284";"GENODEM1SDN";"34";"018842";"U";"0";"00000000"
"40069600";"1";"Volksbank Amelsbüren -alt-";"48163";"Münster";"Volksbank Amelsbüren -alt-";"64287";"GENODEM1MAB";"34";"018555";"U";"0";"00000000"
"40069601";"1";"Volksbank Ascheberg-Herbern";"59381";"Ascheberg";"Volksbank Ascheberg-Herbern";"64288";"GENODEM1CAN";"34";"018565";"U";"0";"00000000"
"40069606";"1";"Volksbank Erle -alt-";"46348";"Raesfeld";"Volksbank Erle -alt-";"64289";"GENODEM1ERR";"34";"019274";"U";"0";"00000000"
"40069622";"1";"Volksbank Seppenrade";"59348";"Lüdinghausen";"Volksbank Seppenrade";"64290";"GENODEM1LSP";"34";"018844";"U";"0";"00000000"
"40069709";"1";"Volksbank in der Hohen Mark";"48734";"Reken";"Volksbank Hohen Mark, Reken";"64294";"GENODEM1DLR";"34";"019180";"U";"0";"00000000"
"40069716";"1";"Volksbank Südkirchen-Capelle-Nordkirchen";"59394";"Nordkirchen";"Volksbank Nordkirchen";"64296";"GENODEM1SCN";"34";"018862";"U";"0";"00000000"
"40070024";"1";"Deutsche Bank";"48136";"Münster";"Deutsche Bank";"21450";"DEUTDEDB400";"63";"050017";"U";"0";"00000000"
"40070080";"1";"Deutsche Bank";"48136";"Münster";"Deutsche Bank";"27450";"DEUTDE3B400";"63";"006898";"U";"0";"00000000"
"40070211";"1";"Postbank/DSL Ndl der Deutsche Bank";"48143";"Münster";"Postbank Ndl Deutsche Bank";"27211";"DEUTDE3BP10";"63";"057545";"U";"0";"00000000"
"40070224";"1";"Postbank/DSL Ndl der Deutsche Bank";"48143";"Münster";"Postbank Ndl Deutsche Bank";"21211";"DEUTDEDBP10";"63";"057546";"U";"0";"00000000"
"40080040";"1";"Commerzbank vormals Dresdner Bank";"48135";"Münster";"Commerzbank Münster";"28400";"DRESDEFF400";"76";"006780";"U";"0";"00000000"
"40080085";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1";"48084";"Münster";"Commerzbank ITGK1 Münster";;"DRESDEFFI68";"09";"055103";"U";"0";"00000000"
"40090900";"1";"VR Bank Westfalen-Lippe";"48155";"Münster";"VR Bank Westfalen-Lippe";"94006";"GENODEF1P15";"91";"024794";"U";"0";"00000000"
"40150001";"1";"Helaba Düsseldorf Gf Verrechnung FI-Münster";"40019";"Düsseldorf";"Helaba Dus, Gf Ver. FI-Mün";;"WELADEDDXXX";"09";"043030";"M";"0";"00000000"
"40153768";"1";"Verbundsparkasse Emsdetten Ochtrup";"48282";"Emsdetten";"Sparkasse Emsdetten Ochtrup";"54067";"WELADED1EMS";"01";"012102";"M";"0";"00000000"
"40154006";"1";"Sparkasse Gronau -alt-";"48599";"Gronau (Westf.)";"Spk Gronau -alt-";"54007";"WELADED1GRO";"00";"012400";"U";"0";"00000000"
"40154476";"1";"Stadtsparkasse Lengerich";"49525";"Lengerich";"St Spk Lengerich";"54003";"WELADED1LEN";"00";"029992";"U";"0";"00000000"
"40154530";"1";"Sparkasse Westmünsterland";"48683";"Ahaus";"Sparkasse Westmünsterland";"54014";"WELADE3WXXX";"00";"012392";"U";"0";"00000000"
"40154702";"1";"Stadtsparkasse Stadtlohn -alt-";"48695";"Stadtlohn";"St Spk Stadtlohn -alt-";"54016";"WELADED1STL";"00";"018462";"U";"0";"00000000"
"40160050";"1";"Vereinigte Volksbank Münster -alt-";"48044";"Münster";"Vereinigte VB Münster -alt-";"64024";"GENODEM1MSC";"34";"021852";"U";"0";"00000000"
"40163720";"1";"Volksbank Nordmünsterland -alt-";"48411";"Rheine";"VB Nordmünsterland Rheine";"64211";"GENODEM1SEE";"34";"022591";"U";"0";"00000000"
"40164024";"1";"Volksbank Gronau-Ahaus";"48599";"Gronau (Westf.)";"Volksbank Gronau-Ahaus";"64213";"GENODEM1GRN";"34";"021381";"U";"0";"00000000"
"40164256";"1";"Volksbank Laer-Horstmar-Leer -alt-";"48362";"Laer";"VB Laer-Horstmar-Leer -alt-";"64216";"GENODEM1LAE";"34";"019061";"U";"0";"00000000"
"40164352";"1";"Volksbank Nottuln";"48301";"Nottuln";"Volksbank Nottuln";"64299";"GENODEM1CNO";"34";"018746";"U";"0";"00000000"
"40164528";"1";"Volksbank Südmünsterland-Mitte";"59348";"Lüdinghausen";"VB Südmünsterland-Mitte";"64222";"GENODEM1LHN";"34";"019094";"U";"0";"00000000"
"40164618";"1";"Volksbank Ochtrup-Laer";"48602";"Ochtrup";"Volksbank Ochtrup-Laer";"64223";"GENODEM1OTR";"34";"019222";"U";"0";"00000000"
"40164901";"1";"Volksbank Gescher";"48705";"Gescher";"Volksbank Gescher";"64226";"GENODEM1GE1";"34";"019156";"U";"0";"00000000"
"40165366";"1";"Volksbank Selm-Bork";"59379";"Selm";"Volksbank Selm-Bork";"64229";"GENODEM1SEM";"34";"018841";"U";"0";"00000000"
"40166439";"1";"Volksbank Lengerich/Lotte -alt-";"49525";"Lengerich";"VB Lengerich/Lotte -alt-";"64238";"GENODEM1LLE";"34";"024748";"U";"0";"00000000"
"40166800";"1";"Volksbank Buldern -alt-";"48249";"Dülmen";"Volksbank Buldern -alt-";"64240";"GENODEM1BUL";"34";"019146";"U";"0";"00000000"
"40340030";"1";"Commerzbank";"48431";"Rheine";"Commerzbank Rheine Westf";"24401";"COBADEFFXXX";"13";"007036";"M";"0";"00000000"
"40350005";"1";"Stadtsparkasse Rheine";"48410";"Rheine";"St Spk Rheine";"54004";"WELADED1RHN";"00";"012070";"U";"0";"00000000"
"40351060";"1";"Kreissparkasse Steinfurt";"49477";"Ibbenbüren";"Kreissparkasse Steinfurt";"54002";"WELADED1STF";"49";"012476";"U";"0";"00000000"
"40351220";"1";"Sparkasse Steinfurt -alt-";"48543";"Steinfurt";"Sparkasse Steinfurt -alt-";"54005";"WELADED1IBB";"00";"012466";"U";"0";"00000000"
"40361627";"1";"Volksbank Westerkappeln-Saerbeck -alt-";"49492";"Westerkappeln";"VB Westerkappeln-Saer.-alt-";"64119";"GENODEM1WKP";"34";"018962";"M";"0";"00000000"
"40361906";"1";"Volksbank im Münsterland";"48143";"Münster";"Volksbank im Münsterland";"64139";"GENODEM1IBB";"34";"019063";"U";"0";"00000000"
"40363433";"1";"Volksbank Hörstel -alt-";"48467";"Hörstel";"Volksbank Hörstel -alt-";"64206";"GENODEM1HRL";"34";"019013";"U";"0";"00000000"
