Bankleitzahl;Merkmal;Bezeichnung;PLZ;Ort;Kurzbezeichnung;PAN;BIC;Prüfzifferberechnungsmethode;Datensatznummer;Änderungskennzeichen;Bankleitzahllöschung;Nachfolge-Bankleitzahl
"40370024";"1";"Deutsche Bank";"48403";"Rheine";"Deutsche Bank";"21452";"DEUTDEDB403";"63";"050024";"U";"0";"00000000"
"40370079";"1";"Deutsche Bank";"48403";"Rheine";"Deutsche Bank";"27452";"DEUTDE3B403";"63";"006923";"U";"0";"00000000"
"41040018";"1";"Commerzbank";"59003";"Hamm";"Commerzbank Hamm Westf";"24442";"COBADEFFXXX";"13";"006138";"U";"0";"00000000"
"41041000";"1";"ZTB der Commerzbank";"59003";"Hamm";"ZTB der Commerzbank";"24447";"COBADEFFXXX";"13";"050691";"U";"0";"00000000"
"41050095";"1";"Sparkasse Hamm";"59061";"Hamm";"Sparkasse Hamm";"54064";"WELADED1HAM";"00";"018422";"U";"0";"00000000"
"41051605";"1";"Stadtsparkasse Werne -alt-";"59358";"Werne";"St Spk Werne -alt-";"54015";"WELADED1WRN";"00";"012071";"U";"0";"00000000"
"41051845";"1";"Sparkasse Bergkamen-Bönen";"59180";"Bergkamen";"Spk Bergkamen-Bönen";"54056";"WELADED1BGK";"00";"012112";"U";"0";"00000000"
"41061011";"1";"Spar- und Darlehnskasse Bockum-Hövel";"59038";"Hamm";"Spar-u Darlehnskasse";"64053";"GENODEM1HBH";"34";"019005";"U";"0";"00000000"
"41061903";"1";"BAG Bankaktiengesellschaft";"59069";"Hamm";"BAG Bankaktienges Hamm";;"GENODEM1BAG";"34";"018588";"U";"0";"00000000"
"41062215";"1";"Volksbank Bönen";"59194";"Bönen";"Volksbank Bönen";"64147";"GENODEM1BO1";"34";"021003";"U";"0";"00000000"
"41070024";"1";"Deutsche Bank";"59003";"Hamm";"Deutsche Bank";"21352";"DEUTDEDB410";"63";"050028";"U";"0";"00000000"
"41070049";"1";"Deutsche Bank";"59003";"Hamm";"Deutsche Bank";"27352";"DEUTDEDE410";"63";"005730";"U";"0";"00000000"
"41240048";"1";"Commerzbank";"59269";"Beckum";"Commerzbank BE F-B48";"24448";"COBADEFFXXX";"13";"055615";"U";"0";"00000000"
"41250035";"1";"Sparkasse Beckum-Wadersloh";"59267";"Beckum";"Spk Beckum-Wadersloh";"54121";"WELADED1BEK";"00";"011885";"U";"0";"00000000"
"41260006";"1";"Volksbank Beckum -alt-";"59249";"Beckum";"Volksbank Beckum -alt-";"64006";"GENODEM1BEK";"34";"018480";"U";"0";"00000000"
"41261324";"1";"Volksbank Enniger-Ostenfelde-Westkirchen";"59307";"Ennigerloh";"VB Enniger-Ostenfelde-Westk";"64079";"GENODEM1EOW";"34";"019272";"U";"0";"00000000"
"41261419";"1";"Volksbank Oelde-Ennigerloh-Neubeckum -alt-";"59320";"Ennigerloh";"Volksbank -alt-";"64088";"GENODEM1OEN";"34";"019273";"U";"0";"00000000"
"41262501";"1";"Volksbank";"48212";"Warendorf";"Volksbank";"64175";"GENODEM1AHL";"34";"018534";"U";"0";"00000000"
"41280043";"1";"Commerzbank vormals Dresdner Bank";"59243";"Beckum";"Commerzbank Beckum Westf";"28412";"DRESDEFF413";"76";"005290";"U";"0";"00000000"
"41440018";"1";"Commerzbank";"59485";"Soest";"Commerzbank Soest Westf";"24443";"COBADEFFXXX";"13";"007019";"U";"0";"00000000"
"41450075";"1";"Sparkasse Hellweg-Lippe";"59553";"Lippstadt";"Sparkasse Hellweg-Lippe";"54022";"WELADED1SOS";"00";"012074";"U";"0";"00000000"
"41451750";"1";"Sparkasse Werl -alt-";"59553";"Lippstadt";"Sparkasse Werl -alt-";"54020";"WELADED1WRL";"00";"012043";"U";"0";"00000000"
"41460116";"1";"Volksbank Hellweg";"59494";"Soest";"Volksbank Hellweg";"64027";"GENODEM1SOE";"34";"022464";"U";"0";"00000000"
"41462295";"1";"Volksbank Wickede (Ruhr) -alt-";"58734";"Wickede (Ruhr)";"Volksbank Wickede -alt-";"64156";"GENODEM1WRU";"34";"018974";"U";"0";"00000000"
"41650001";"1";"Sparkasse Lippstadt -alt-";"59553";"Lippstadt";"Spk Lippstadt -alt-";"54083";"WELADED1LIP";"00";"012491";"U";"0";"00000000"
"41651770";"1";"Sparkasse Hochsauerland";"59929";"Brilon";"Spk Hochsauerland Brilon";"54033";"WELADED1HSL";"00";"018382";"U";"0";"00000000"
"41651815";"1";"Sparkasse Erwitte-Anröchte -alt-";"59592";"Erwitte";"Spk Erwitte-Anröchte -alt-";"54084";"WELADED1ERW";"00";"014549";"U";"0";"00000000"
"41651965";"1";"Sparkasse Geseke";"59585";"Geseke";"Sparkasse Geseke";"54085";"WELADED1GES";"00";"012055";"U";"0";"00000000"
"41660124";"1";"Volksbank Beckum-Lippstadt";"59537";"Lippstadt";"Volksbank Beckum-Lippstadt";"64032";"GENODEM1LPS";"34";"022035";"U";"0";"00000000"
"41661206";"1";"Volksbank Anröchte";"59604";"Anröchte";"Volksbank Anröchte";"64061";"GENODEM1ANR";"34";"018559";"U";"0";"00000000"
"41661504";"1";"Volksbank Benninghausen -alt-";"59556";"Lippstadt";"VB Benninghausen -alt-";"64098";"GENODEM1LBH";"34";"018474";"U";"0";"00000000"
"41661719";"1";"Volksbank Brilon -alt-";"59920";"Brilon";"Volksbank Brilon -alt-";"64125";"GENODEM1BRI";"34";"021698";"U";"0";"00000000"
"41662465";"1";"Volksbank Störmede-Hörste";"59590";"Geseke";"VB Störmede-Hörste, Geseke";"64172";"GENODEM1SGE";"34";"018900";"U";"0";"00000000"
"41662557";"1";"Volksbank Warstein-Belecke -alt-";"59564";"Warstein";"VB Warstein-Belecke -alt-";"64178";"GENODEM1WST";"34";"022356";"U";"0";"00000000"
"41663335";"1";"Volksbank Hörste -alt-";"59558";"Lippstadt";"Volksbank Hörste -alt-";"64200";"GENODEM1HOE";"34";"019012";"U";"0";"00000000"
"41670024";"1";"Deutsche Bank";"59524";"Lippstadt";"Deutsche Bank";"21336";"DEUTDEDB416";"63";"050030";"U";"0";"00000000"
"41670027";"1";"Deutsche Bank";"59524";"Lippstadt";"Deutsche Bank";"27336";"DEUTDE3B416";"63";"005805";"U";"0";"00000000"
"41670028";"1";"Deutsche Bank";"59929";"Brilon";"Deutsche Bank";"27068";"DEUTDE3B417";"63";"041892";"U";"0";"00000000"
"41670029";"1";"Deutsche Bank";"59485";"Soest";"Deutsche Bank";"27069";"DEUTDE3B414";"63";"006891";"U";"0";"00000000"
"41670030";"1";"Deutsche Bank";"59457";"Werl";"Deutsche Bank";"27070";"DEUTDE3B418";"63";"041891";"U";"0";"00000000"
"42030600";"1";"Isbank Fil Gelsenkirchen";"45879";"Gelsenkirchen";"Isbank Gelsenkirchen";"29843";"ISBKDEFXGEL";"06";"048581";"U";"0";"00000000"
"42040040";"1";"Commerzbank";"45805";"Gelsenkirchen";"Commerzbank Gelsenkirchen";"24431";"COBADEFFXXX";"13";"005025";"U";"0";"00000000"
"42050001";"1";"Sparkasse Gelsenkirchen";"45801";"Gelsenkirchen";"Sparkasse Gelsenkirchen";"54050";"WELADED1GEK";"25";"018417";"U";"0";"00000000"
"42070024";"1";"Deutsche Bank";"45801";"Gelsenkirchen";"Deutsche Bank";"21384";"DEUTDEDB420";"63";"050036";"U";"0";"00000000"
"42070062";"1";"Deutsche Bank";"45801";"Gelsenkirchen";"Deutsche Bank";"27384";"DEUTDEDE420";"63";"004877";"U";"0";"00000000"
"42080082";"1";"Commerzbank vormals Dresdner Bank";"45806";"Gelsenkirchen";"Commerzbank Gelsenkirchen";"28420";"DRESDEFF420";"76";"005266";"U";"0";"00000000"
"42260001";"1";"Volksbank Ruhr Mitte";"45877";"Gelsenkirchen";"VB Ruhr Mitte Gelsenkirchen";"64002";"GENODEM1GBU";"34";"018526";"U";"0";"00000000"
"42450040";"1";"Stadtsparkasse Gladbeck";"45955";"Gladbeck";"St Spk Gladbeck";"54025";"WELADED1GLA";"00";"014562";"U";"0";"00000000"
"42451220";"1";"Sparkasse Bottrop";"46215";"Bottrop";"Spk Bottrop";"54039";"WELADED1BOT";"00";"012076";"U";"0";"00000000"
"42461435";"1";"Vereinte Volksbank";"46282";"Dorsten";"Vereinte Volksbank";"64092";"GENODEM1KIH";"34";"019048";"U";"0";"00000000"
"42640048";"1";"Commerzbank";"45603";"Recklinghausen";"Commerzbank Recklinghausen";"24361";"COBADEFFXXX";"13";"007070";"U";"0";"00000000"
"42650150";"1";"Sparkasse Vest Recklinghausen";"45608";"Recklinghausen";"Spk Recklinghausen";"54119";"WELADED1REK";"00";"014665";"U";"0";"00000000"
"42651315";"1";"Stadtsparkasse Haltern am See -alt-";"45713";"Haltern am See";"St Spk Haltern -alt-";"54013";"WELADED1HAT";"00";"011870";"U";"0";"00000000"
"42661008";"1";"Volksbank Marl-Recklinghausen";"45752";"Marl";"VB Marl-Recklinghausen";"64052";"GENODEM1MRL";"34";"018507";"U";"0";"00000000"
"42661088";"1";"Volksbank Marl-Recklinghausen (Gf GAA)";"45772";"Marl";"VB Marl-Recklinghausen";;"GENODEM1MRL";"34";"057331";"U";"0";"00000000"
"42661330";"1";"Volksbank Haltern -alt-";"45721";"Haltern am See";"Volksbank Haltern -alt-";"64080";"GENODEM1HLT";"34";"018586";"U";"0";"00000000"
"42661717";"1";"Volksbank Waltrop -alt-";"45724";"Waltrop";"Volksbank Waltrop -alt-";"64123";"GENODEM1WLW";"34";"018942";"U";"0";"00000000"
"42662320";"1";"Volksbank Dorsten -alt-";"46256";"Dorsten";"Volksbank Dorsten -alt-";"64160";"GENODEM1DST";"34";"019130";"U";"0";"00000000"
"42680081";"1";"Commerzbank vormals Dresdner Bank";"45604";"Recklinghausen";"Commerzbank Recklinghsn";"28426";"DRESDEFF426";"76";"006822";"U";"0";"00000000"
"42840005";"1";"Commerzbank";"46362";"Bocholt";"Commerzbank Bocholt";"24341";"COBADEFFXXX";"13";"005038";"U";"0";"00000000"
"42850035";"1";"Stadtsparkasse Bocholt";"46372";"Bocholt";"Stadtsparkasse Bocholt";"54093";"WELADED1BOH";"00";"012077";"U";"0";"00000000"
"42860003";"1";"Volksbank Bocholt";"46374";"Bocholt";"Volksbank Bocholt";"64004";"GENODEM1BOH";"34";"019009";"U";"0";"00000000"
"42861239";"1";"Spar- und Darlehnskasse -alt-";"48734";"Reken";"Spar-u Darlehnsk.Reken-alt-";"64070";"GENODEM1RKN";"34";"018525";"U";"0";"00000000"
"42861387";"1";"VR-Bank Westmünsterland";"48653";"Coesfeld";"VR-Bank Westmünsterland";"64085";"GENODEM1BOB";"34";"021672";"U";"0";"00000000"
"42861515";"1";"Volksbank Gemen -alt-";"46325";"Borken";"Volksbank Gemen -alt-";"64101";"GENODEM1BOG";"34";"018653";"M";"0";"00000000"
"42861608";"1";"Volksbank Heiden";"46356";"Heiden";"Volksbank Heiden";"64113";"GENODEM1HEI";"34";"018603";"U";"0";"00000000"
"42861814";"1";"Volksbank Rhede";"46407";"Rhede";"Volksbank Rhede";"64132";"GENODEM1RHD";"34";"018695";"U";"0";"00000000"
"42862451";"1";"Volksbank Raesfeld und Erle";"46348";"Raesfeld";"Volksbank Raesfeld und Erle";"64168";"GENODEM1RAE";"34";"018686";"U";"0";"00000000"
"42870024";"1";"Deutsche Bank";"46399";"Bocholt";"Deutsche Bank";"21454";"DEUTDEDB428";"63";"050041";"U";"0";"00000000"
"42870077";"1";"Deutsche Bank";"46399";"Bocholt";"Deutsche Bank";"27454";"DEUTDE3B428";"63";"004908";"U";"0";"00000000"
"43000000";"1";"Bundesbank eh Bochum";"44715";"Bochum";"BBk eh Bochum";"20430";"MARKDEF1430";"09";"011462";"U";"0";"00000000"
"43040036";"1";"Commerzbank";"44701";"Bochum";"Commerzbank Bochum";"24430";"COBADEFFXXX";"13";"005037";"U";"0";"00000000"
"43050001";"1";"Sparkasse Bochum";"44724";"Bochum";"Sparkasse Bochum";"54021";"WELADED1BOC";"00";"012405";"U";"0";"00000000"
"43051040";"1";"Sparkasse Hattingen";"45504";"Hattingen";"Sparkasse Hattingen";"54105";"WELADED1HTG";"00";"014574";"U";"0";"00000000"
"43060129";"1";"Volksbank Bochum Witten";"44728";"Bochum";"Volksbank Bochum Witten";"64035";"GENODEM1BOC";"34";"021652";"U";"0";"00000000"
"43060967";"1";"GLS Gemeinschaftsbank";"44789";"Bochum";"GLS Gemeinschaftsbk Bochum";"64051";"GENODEM1GLS";"34";"036031";"U";"0";"00000000"
"43060988";"1";"GLS Gemeinschaftsbank (GAA)";"44789";"Bochum";"GLS Bank in Bochum (GAA)";;"GENODEM1GLS";"34";"057241";"U";"0";"00000000"
"43070024";"1";"Deutsche Bank";"44705";"Bochum";"Deutsche Bank";"21381";"DEUTDEDB430";"63";"050043";"U";"0";"00000000"
"43070061";"1";"Deutsche Bank";"44705";"Bochum";"Deutsche Bank";"27381";"DEUTDEDE430";"63";"004904";"U";"0";"00000000"
"43080083";"1";"Commerzbank vormals Dresdner Bank";"44705";"Bochum";"Commerzbank Bochum";"28430";"DRESDEFF430";"76";"005279";"U";"0";"00000000"
"43250030";"1";"Herner Sparkasse";"44621";"Herne";"Herner Sparkasse";"54091";"WELADED1HRN";"00";"012078";"U";"0";"00000000"
"44000000";"1";"Bundesbank eh Dortmund -alt-";"44025";"Dortmund";"BBk eh Dortmund -alt-";"20440";"MARKDEF1440";"09";"011471";"U";"0";"00000000"
"44010046";"1";"Postbank Ndl der Deutsche Bank";"44131";"Dortmund";"Postbank Ndl Deutsche Bank";"10046";"PBNKDEFFXXX";"24";"014880";"U";"0";"00000000"
"44020090";"1";"UniCredit Bank - HypoVereinsbank";"44003";"Dortmund";"UniCredit Bank-HypoVereinbk";"22124";"HYVEDEMM808";"99";"048364";"U";"0";"00000000"
"44040037";"1";"Commerzbank";"44047";"Dortmund";"Commerzbank Dortmund";"24440";"COBADEFFXXX";"13";"005086";"U";"0";"00000000"
"44040060";"1";"Commerzbank CC";"44137";"Dortmund";"Commerzbank CC Dortmund";;"COBADEFFXXX";"09";"055817";"U";"0";"00000000"
"44040061";"1";"Commerzbank CC";"44137";"Dortmund";"Commerzbank CC Dortmund";;"COBADEFFXXX";"09";"055844";"U";"0";"00000000"
"44040085";"1";"Commerzbank, Gf Web-K";"44047";"Dortmund";"Commerzbank Gf WK, Dortmund";;"COBADEFFXXX";"13";"056371";"U";"0";"00000000"
"44050000";"1";"Landesbank Hessen-Thüringen Girozentrale NL. Düsseldorf";"44047";"Dortmund";"Ld Bk Hess-Thür, Gz, Dus";"54201";"WELADE3DXXX";"08";"011957";"U";"0";"00000000"
"44050199";"1";"Sparkasse Dortmund";"44047";"Dortmund";"Sparkasse Dortmund";"54051";"DORTDE33XXX";"06";"012080";"U";"0";"00000000"
"44060122";"1";"Volksbank Dortmund-Nordwest";"44359";"Dortmund";"Volksbank Dortmund-Nordwest";"64031";"GENODEM1DNW";"34";"019151";"U";"0";"00000000"
"44064406";"1";"Bank für Kirche und Diakonie - KD-Bank Gf Sonder-BLZ";"44135";"Dortmund";"KD-Bank Dortmund";;"GENODED1KDD";"09";"055271";"U";"0";"00000000"
"44070024";"1";"Deutsche Bank";"44126";"Dortmund";"Deutsche Bank";"21350";"DEUTDEDB440";"63";"050049";"U";"0";"00000000"
"44070050";"1";"Deutsche Bank";"44126";"Dortmund";"Deutsche Bank";"27350";"DEUTDEDE440";"63";"004982";"U";"0";"00000000"
"44080050";"1";"Commerzbank vormals Dresdner Bank";"44047";"Dortmund";"Commerzbank Dortmund";"28440";"DRESDEFF440";"76";"005327";"U";"0";"00000000"
"44080055";"1";"Commerzbank vormals Dresdner Bank Zw 55";"44047";"Dortmund";"Commerzbk Zw55 Dortmund";"28441";"DRESDEFF446";"76";"053530";"U";"0";"00000000"
"44080057";"1";"Commerzbank vormals Dresdner Bank Gf ZW 57";"44047";"Dortmund";"Commerzbk ZW 57 Dortmund";"28442";"DRESDEFF447";"76";"053517";"U";"0";"00000000"
"44080085";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2";"44401";"Dortmund";"Commerzbank ITGK2 Dortmnd";;"DRESDEFFI69";"09";"055104";"U";"0";"00000000"
"44089320";"1";"Commerzbank vormals Dresdner Bank ITGK";"44047";"Dortmund";"Commerzbank ITGK Dortmund";;"DRESDEFFI18";"09";"050776";"U";"0";"00000000"
"44090920";"1";"PSD Bank Dortmund -alt-";"44139";"Dortmund";"PSD Bank Dortmund -alt-";"94007";"GENODEF1P04";"91";"024527";"U";"0";"00000000"
"44152370";"1";"Sparkasse an der Lippe";"44530";"Lünen";"Sparkasse an der Lippe";"54031";"WELADED1LUN";"00";"014625";"U";"0";"00000000"
"44152490";"1";"Stadtsparkasse Schwerte -alt-";"58212";"Schwerte";"Sparkasse Schwerte -alt-";"54041";"WELADED1SWT";"00";"014685";"U";"0";"00000000"
"44160014";"1";"Dortmunder Volksbank";"44128";"Dortmund";"Dortmunder Volksbank";"64009";"GENODEM1DOR";"34";"021789";"U";"0";"00000000"
"44340037";"1";"Commerzbank";"59401";"Unna";"Commerzbank Unna";"24444";"COBADEFFXXX";"13";"006995";"U";"0";"00000000"
"44350060";"1";"Sparkasse UnnaKamen";"59409";"Unna";"Sparkasse UnnaKamen";"54045";"WELADED1UNN";"00";"018284";"U";"0";"00000000"
"44351380";"1";"Sparkasse Kamen -alt-";"59159";"Kamen";"Sparkasse Kamen -alt-";"54019";"WELADED1KAM";"00";"018435";"U";"0";"00000000"
"44351740";"1";"Sparkasse Fröndenberg -alt-";"58720";"Fröndenberg/Ruhr";"Sparkasse Fröndenberg -alt-";"54059";"WELADED1FRN";"00";"018378";"U";"0";"00000000"
"44361342";"1";"Volksbank Kamen-Werne -alt-";"59174";"Kamen";"VB Kamen-Werne -alt-";"64082";"GENODEM1KWK";"34";"019177";"U";"0";"00000000"
"44540022";"1";"Commerzbank";"58583";"Iserlohn";"Commerzbank Iserlohn";"24446";"COBADEFFXXX";"13";"006107";"U";"0";"00000000"
"44550045";"1";"Sparkasse der Stadt Iserlohn";"58634";"Iserlohn";"Spk der Stadt Iserlohn";"54109";"WELADED1ISL";"00";"014603";"U";"0";"00000000"
"44551210";"1";"Sparkasse Märkisches Sauerland Hemer-Menden";"58675";"Hemer";"Spk Märkisches Sauerland";"54065";"WELADED1HEM";"00";"018317";"U";"0";"00000000"
"44570004";"1";"Deutsche Bank";"58634";"Iserlohn";"Deutsche Bank";"27482";"DEUTDEDW445";"63";"005682";"U";"0";"00000000"
"44570024";"1";"Deutsche Bank";"58634";"Iserlohn";"Deutsche Bank";"21482";"DEUTDEDB445";"63";"050057";"U";"0";"00000000"
"44580070";"1";"Commerzbank vormals Dresdner Bank";"58634";"Iserlohn";"Commerzbank Iserlohn";"28445";"DRESDEFF445";"76";"005534";"U";"0";"00000000"
"44580085";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1";"58582";"Iserlohn";"Commerzbank ITGK1 Iserlhn";;"DRESDEFFI70";"09";"055105";"U";"0";"00000000"
"44761312";"1";"Mendener Bank";"58708";"Menden (Sauerland)";"Mendener Bank";"64075";"GENODEM1MEN";"34";"019189";"U";"0";"00000000"
"44761534";"1";"Volksbank in Südwestfalen";"57072";"Siegen";"VB in Südwestfalen";"64107";"GENODEM1NRD";"34";"019208";"U";"0";"00000000"
"45000000";"1";"Bundesbank eh Hagen";"58042";"Hagen";"BBk eh Hagen";"20450";"MARKDEF1450";"09";"011496";"U";"0";"00000000"
"45040042";"1";"Commerzbank";"58006";"Hagen";"Commerzbank Hagen Westf";"24432";"COBADEFFXXX";"13";"006173";"U";"0";"00000000"
"45050001";"1";"Sparkasse an Volme und Ruhr";"58042";"Hagen";"Sparkasse an Volme und Ruhr";"54081";"WELADE3HXXX";"E4";"014568";"U";"0";"00000000"
"45051485";"1";"Stadtsparkasse Herdecke -alt-";"58311";"Herdecke";"St Spk Herdecke -alt-";"54037";"WELADED1HER";"00";"012082";"U";"0";"00000000"
"45060009";"1";"Märkische Bank";"58037";"Hagen";"Märkische Bank Hagen";"64008";"GENODEM1HGN";"34";"019160";"U";"0";"00000000"
"45061524";"1";"Volksbank Hohenlimburg";"58119";"Hagen";"Volksbank Hohenlimburg";"64105";"GENODEM1HLH";"34";"019171";"U";"0";"00000000"
"45070002";"1";"Deutsche Bank";"58085";"Hagen";"Deutsche Bank";"27478";"DEUTDEDW450";"63";"005793";"U";"0";"00000000"
"45070024";"1";"Deutsche Bank";"58085";"Hagen";"Deutsche Bank";"21478";"DEUTDEDB450";"63";"050063";"U";"0";"00000000"
"45080060";"1";"Commerzbank vormals Dresdner Bank";"58041";"Hagen";"Commerzbank Hagen";"28450";"DRESDEFF450";"76";"005599";"U";"0";"00000000"
"45240056";"1";"Commerzbank";"58452";"Witten";"Commerzbank Witten";"24433";"COBADEFFXXX";"13";"007058";"U";"0";"00000000"
"45250035";"1";"Sparkasse Witten";"58449";"Witten";"Sparkasse Witten";"54087";"WELADED1WTN";"00";"014706";"U";"0";"00000000"
"45251480";"1";"Stadtsparkasse Wetter -alt-";"58300";"Wetter (Ruhr)";"St Spk Wetter Ruhr -alt-";"54040";"WELADED1WET";"00";"011990";"U";"0";"00000000"
"45251515";"1";"Stadtsparkasse Sprockhövel -alt-";"45536";"Sprockhövel";"St Spk Sprockhövel -alt-";"54026";"SPSHDE31XXX";"00";"014676";"U";"0";"00000000"
"45260041";"1";"Volksbank Witten -alt-";"58414";"Witten";"Volksbank Witten -alt-";;"GENODEM1WTN";"34";"022426";"U";"0";"00000000"
"45260475";"1";"Spar- u Kreditbank d Bundes Fr ev Gemeinden";"58426";"Witten";"Spar- und Kreditbank";"64043";"GENODEM1BFG";"34";"030027";"U";"0";"00000000"
"45261547";"1";"Volksbank Sprockhövel";"45538";"Sprockhövel";"Volksbank Sprockhövel";"64108";"GENODEM1SPO";"34";"019202";"U";"0";"00000000"
"45450050";"1";"Sparkasse an Ennepe und Ruhr";"58265";"Gevelsberg";"Spk an Ennepe und Ruhr";"54035";"WELADED1GEV";"00";"012083";"U";"0";"00000000"
"45451060";"1";"Sparkasse Ennepetal-Breckerfeld -alt-";"58244";"Ennepetal";"Spk Ennepetal-Brecker.-alt-";"54036";"WELADED1ENE";"00";"012494";"U";"0";"00000000"
"45451555";"1";"Sparkasse Schwelm-Sprockhövel";"58332";"Schwelm";"Spk Schwelm-Sprockhövel";"54117";"WELADED1SLM";"09";"012403";"U";"0";"00000000"
"45660029";"1";"Volksbank Altena -alt-";"58754";"Altena";"Volksbank Altena -alt-";"64014";"GENODEM1ALA";"34";"020206";"U";"0";"00000000"
"45840026";"1";"Commerzbank";"58463";"Lüdenscheid";"Commerzbank Lüdenscheid";"24450";"COBADEFFXXX";"13";"006179";"U";"0";"00000000"
"45841031";"1";"Commerzbank";"58811";"Plettenberg";"Commerzbank Plettenberg";"24453";"COBADEFFXXX";"13";"007004";"U";"0";"00000000"
"45850005";"1";"Sparkasse Lüdenscheid -alt-";"58505";"Lüdenscheid";"Spk Lüdenscheid -alt-";"54116";"WELADED1LSD";"00";"012488";"U";"0";"00000000"
"45851020";"1";"Vereinigte Sparkasse im Märkischen Kreis";"58816";"Plettenberg";"Ver Spk Plettenberg";"54094";"WELADED1PLB";"00";"018451";"U";"0";"00000000"
"45851665";"1";"Sparkasse Kierspe-Meinerzhagen";"58531";"Meinerzhagen";"Spk Kierspe-Meinerzhagen";"54076";"WELADED1KMZ";"00";"014628";"U";"0";"00000000"
"45860033";"1";"Volksbank Lüdenscheid -alt-";"58478";"Lüdenscheid";"Volksbank Lüdenscheid -alt-";"64016";"GENODEM1LHA";"34";"022049";"U";"0";"00000000"
"45861434";"1";"Volksbank Kierspe";"58556";"Kierspe";"Volksbank Kierspe";"64091";"GENODEM1KIE";"34";"019044";"U";"0";"00000000"
"45861617";"1";"Volksbank Meinerzhagen -alt-";"58531";"Meinerzhagen";"Volksbank Meinerzhagen -alt";"64116";"GENODEM1MOM";"34";"018760";"U";"0";"00000000"
"46040033";"1";"Commerzbank";"57002";"Siegen";"Commerzbank Siegen Westf";"24460";"COBADEFFXXX";"13";"007020";"U";"0";"00000000"
"46050001";"1";"Sparkasse Siegen";"57009";"Siegen";"Spk Siegen";"54092";"WELADED1SIE";"00";"012496";"U";"0";"00000000"
"46051240";"1";"Sparkasse Burbach-Neunkirchen";"57291";"Burbach";"Spk Burbach-Neunkirchen";"54068";"WELADED1BUB";"00";"018332";"U";"0";"00000000"
"46051733";"1";"Stadtsparkasse Freudenberg -alt-";"57251";"Freudenberg";"St Spk Freudenberg -alt-";"54082";"WELADED1FRE";"00";"012492";"U";"0";"00000000"
"46051875";"1";"Stadtsparkasse Hilchenbach -alt-";"57271";"Hilchenbach";"St Spk Hilchenbach -alt-";"54096";"WELADED1HIL";"00";"018304";"U";"0";"00000000"
"46052855";"1";"Stadtsparkasse Schmallenberg -alt-";"57376";"Schmallenberg";"St Spk Schmallenberg -alt-";"54098";"WELADED1SMB";"00";"012125";"U";"0";"00000000"
"46053480";"1";"Sparkasse Wittgenstein";"57304";"Bad Berleburg";"Sparkasse Wittgenstein";"54008";"WELADED1BEB";"00";"018383";"U";"0";"00000000"
"46060040";"1";"Volksbank Siegerland -alt-";"57011";"Siegen";"VB Siegerland Siegen-alt-";"64021";"GENODEM1SNS";"34";"022707";"U";"0";"00000000"
"46061724";"1";"VR-Bank Freudenberg-Niederfischbach";"57258";"Freudenberg";"VR-Bank Freudenb.-Niederfi.";"64127";"GENODEM1FRF";"34";"021290";"U";"0";"00000000"
"46062817";"1";"Volksbank Sauerland";"57392";"Schmallenberg";"Volksbank Sauerland";"64187";"GENODEM1SMA";"34";"018879";"U";"0";"00000000"
"46063405";"1";"Volksbank Wittgenstein";"57306";"Bad Berleburg";"Volksbank Wittgenstein";"64204";"GENODEM1BB1";"34";"018787";"U";"0";"00000000"
"46070024";"1";"Deutsche Bank";"57069";"Siegen";"Deutsche Bank";"21460";"DEUTDEDB460";"63";"050082";"U";"0";"00000000"
"46070090";"1";"Deutsche Bank";"57069";"Siegen";"Deutsche Bank";"27460";"DEUTDEDK460";"63";"006894";"U";"0";"00000000"
"46080010";"1";"Commerzbank vormals Dresdner Bank";"57003";"Siegen";"Commerzbank Siegen";"28460";"DRESDEFF460";"76";"006776";"U";"0";"00000000"
"46240016";"1";"Commerzbank";"57462";"Olpe";"Commerzbank Olpe Biggesee";"24461";"COBADEFFXXX";"13";"006983";"U";"0";"00000000"
"46250049";"1";"Sparkasse Olpe-Drolshagen-Wenden";"57447";"Olpe";"Spk Olpe-Drolshagen-Wenden";"54030";"WELADED1OPE";"00";"014651";"U";"0";"00000000"
